1.21e-05 -0.775651 6.66e-05 -0.191036 1.98323 -0.191036
1.21e-05 -0.77596 6.49e-05 -0.341759 1.8152 -0.341759
1.2e-05 -0.776649 6.04e-05 -0.688568 1.79977 -0.688568
1.21e-05 -0.777849 5.87e-05 -2.65621 1.87385 -2.65621
1.28e-05 -0.779395 7.08e-05 -5.86794 1.81682 -5.86794
1.24e-05 -0.780926 8.55e-05 -6.00078 1.82345 -6.00078
1.22e-05 -0.783131 5.79e-05 -6.00199 1.87948 -6.00198
1.21e-05 -0.785545 5.94e-05 -5.98816 1.8115 -5.98817
1.2e-05 -0.788225 5.91e-05 -5.89912 1.93704 -5.89912
1.22e-05 -0.791315 6.07e-05 -5.82631 1.84758 -5.82631
1.39e-05 -0.794817 5.74e-05 -5.69757 1.84913 -5.69757
1.21e-05 -0.798686 5.89e-05 -5.53979 1.90308 -5.53979
1.2e-05 -0.802833 5.81e-05 -5.43181 1.82567 -5.43181
1.24e-05 -0.807162 5.72e-05 -5.26418 1.87049 -5.26418
1.27e-05 -0.812471 6.1e-05 -5.11639 1.88298 -5.11639
1.22e-05 -0.817653 5.82e-05 -4.93636 1.8302 -4.93636
1.22e-05 -0.823215 6.03e-05 -4.79207 1.85083 -4.79207
1.21e-05 -0.829674 7.68e-05 -4.61171 1.87802 -4.61171
1.2e-05 -0.836179 5.82e-05 -4.43907 1.85409 -4.43907
1.22e-05 -0.842999 5.83e-05 -4.31551 1.91185 -4.31551
1.22e-05 -0.849883 8.62e-05 -4.13694 1.84539 -4.13694
1.19e-05 -0.85766 5.79e-05 -3.99272 1.86274 -3.99272
1.2e-05 -0.86568 5.78e-05 -3.85314 1.92958 -3.85314
1.21e-05 -0.873527 6.02e-05 -3.68582 1.84748 -3.68582
1.33e-05 -0.881903 5.67e-05 -3.55782 1.84104 -3.55782
1.22e-05 -0.890596 5.62e-05 -3.39016 1.88599 -3.39016
1.2e-05 -0.899735 5.94e-05 -3.2556 1.84916 -3.2556
1.2e-05 -0.908525 5.91e-05 -3.12672 1.84292 -3.12672
1.23e-05 -0.917506 5.86e-05 -2.95084 1.9086 -2.95084
