1.23e-05 -3.20599 5.23e-05 4.36904 0.0008081 4.36904
1.21e-05 -3.12025 6.28e-05 6.21499 0.0008538 6.21499
1.21e-05 -2.9746 6.03e-05 -2.86948 0.0009058 -2.86948
1.26e-05 -2.80122 6.07e-05 -3.05846 0.0008794 -3.05846
1.22e-05 -2.64455 5.8e-05 -3.01363 0.0009292 -3.01363
1.21e-05 -2.50358 5.8e-05 -2.97241 0.000881 -2.97241
1.21e-05 -2.4441 6.02e-05 -2.84437 0.0009888 -2.84437
1.21e-05 -2.44273 5.93e-05 -2.7146 0.000899 -2.7146
1.21e-05 -2.51342 5.85e-05 -2.60727 0.0009158 -2.60727
1.2e-05 -2.62791 5.88e-05 -2.66859 0.000949 -2.66859
1.23e-05 -2.75556 5.78e-05 -2.72003 0.0009369 -2.72003
1.21e-05 -2.87571 5.81e-05 -2.80504 0.000931 -2.80504
1.2e-05 -2.97295 6e-05 -2.90911 0.000912 -2.90911
1.22e-05 -3.06271 5.88e-05 -3.02378 0.0009254 -3.02378
1.19e-05 -3.12406 5.71e-05 -3.00098 0.0009294 -3.00098
1.21e-05 -3.18816 6.06e-05 -3.0901 0.0009404 -3.0901
1.25e-05 -3.23983 5.9e-05 -3.09851 0.0008905 -3.09851
1.2e-05 -3.29983 5.85e-05 -3.16573 0.0009089 -3.16573
1.3e-05 -3.35661 8.57e-05 -3.16122 0.0009792 -3.16122
1.2e-05 -3.42573 5.8e-05 -3.19944 0.0009045 -3.19944
1.21e-05 -3.50595 6e-05 -3.26623 0.0009096 -3.26623
1.19e-05 -3.60005 5.87e-05 -3.38606 0.0009205 -3.38606
1.22e-05 -3.70546 5.93e-05 -3.53979 0.0009086 -3.53979
1.2e-05 -3.82264 5.76e-05 -3.65115 0.0009092 -3.65115
1.19e-05 -3.9486 5.88e-05 -3.70692 0.0009114 -3.70692
1.22e-05 -4.07529 6.81e-05 -3.92674 0.0009046 -3.92674
1.2e-05 -4.21319 5.73e-05 -4.02306 0.0009045 -4.02306
1.23e-05 -4.34938 5.74e-05 -4.14886 0.0009236 -4.14886
1.2e-05 -4.48766 5.79e-05 -4.29111 0.0009414 -4.29111
1.32e-05 -4.61626 6.52e-05 -4.34594 0.0012832 -4.34594
1.19e-05 -4.72736 5.95e-05 -4.50989 0.0009 -4.50989
1.22e-05 -4.80857 5.93e-05 -4.57182 0.0009499 -4.57182
1.19e-05 -4.87205 5.94e-05 -4.71114 0.0008982 -4.71114
1.19e-05 -4.90836 5.93e-05 -4.74514 0.0010167 -4.74514
1.2e-05 -4.93935 5.75e-05 -4.76627 0.0009057 -4.76627
1.22e-05 -4.97999 5.99e-05 -4.85022 0.0009005 -4.85022
1.19e-05 -5.01993 5.86e-05 -4.86861 0.0009114 -4.86861
1.2e-05 -5.06547 5.85e-05 -4.97884 0.0009242 -4.97884
1.19e-05 -5.10049 5.86e-05 -5.00124 0.0009083 -5.00124
1.2e-05 -5.12724 5.98e-05 -4.99802 0.0013592 -4.99802
1.23e-05 -5.14661 5.93e-05 -5.03765 0.0009418 -5.03765
1.21e-05 -5.15348 5.85e-05 -5.07636 0.0008939 -5.07636
1.27e-05 -5.15354 5.95e-05 -5.05316 0.0009118 -5.05316
1.31e-05 -5.1415 5.77e-05 -4.99564 0.0008852 -4.99564
1.19e-05 -5.10635 6.11e-05 -5.03416 0.0009251 -5.03416
1.35e-05 -5.06965 5.91e-05 -5.04658 0.0009372 -5.04658
1.21e-05 -5.01947 5.87e-05 -4.94282 0.0009219 -4.94282
1.22e-05 -4.97959 6.56e-05 -4.94578 0.0009148 -4.94578
1.29e-05 -4.94441 5.83e-05 -4.85496 0.0010735 -4.85496
1.22e-05 -4.92733 5.82e-05 -4.92301 0.000941 -4.92301
1.24e-05 -4.89843 5.87e-05 -4.84603 0.0014124 -4.84603
1.22e-05 -4.85706 5.87e-05 -4.82226 0.0009129 -4.82226
1.19e-05 -4.78662 5.81e-05 -4.80102 0.0011107 -4.80102
1.2e-05 -4.72214 5.68e-05 -4.69974 0.0009231 -4.69974
1.2e-05 -4.66514 6.08e-05 -4.6333 0.0009345 -4.6333
1.2e-05 -4.62854 5.94e-05 -4.587 0.0009161 -4.587
1.21e-05 -4.60378 5.87e-05 -4.58684 0.0009237 -4.58684
1.2e-05 -4.58753 5.73e-05 -4.64339 0.0009979 -4.64339
1.2e-05 -4.6125 5.83e-05 -4.6753 0.0009331 -4.6753
1.22e-05 -4.65107 5.89e-05 -4.68722 0.0009218 -4.68722
1.21e-05 -4.69148 5.8e-05 -4.70566 0.0010313 -4.70566
1.2e-05 -4.728 5.96e-05 -4.69161 0.0009425 -4.69161
1.19e-05 -4.74855 5.85e-05 -4.72507 0.0009079 -4.72507
1.2e-05 -4.75517 5.68e-05 -4.81985 0.0009434 -4.81985
1.2e-05 -4.75376 5.86e-05 -4.87509 0.0010766 -4.87509
1.21e-05 -4.74171 5.81e-05 -4.79526 0.0008803 -4.79526
1.21e-05 -4.73532 6.15e-05 -4.79697 0.0009209 -4.79697
1.21e-05 -4.72801 5.76e-05 -4.8232 0.0009174 -4.8232
1.23e-05 -4.72304 9.24e-05 -4.75973 0.00095 -4.75972
1.22e-05 -4.70261 5.8e-05 -4.73954 0.0009335 -4.73954
1.22e-05 -4.69187 5.74e-05 -4.699 0.0009209 -4.699
1.19e-05 -4.66986 6.02e-05 -4.64868 0.0012225 -4.64868
1.26e-05 -4.64026 5.96e-05 -4.62186 0.0009446 -4.62186
1.23e-05 -4.61176 5.89e-05 -4.59984 0.0009177 -4.59984
1.2e-05 -4.57554 5.69e-05 -4.5293 0.0009568 -4.5293
1.19e-05 -4.53574 5.77e-05 -4.63089 0.0009147 -4.63089
1.22e-05 -4.49159 5.85e-05 -4.54126 0.0008971 -4.54126
1.21e-05 -4.44558 5.74e-05 -4.49755 0.0009428 -4.49755
1.21e-05 -4.40371 5.76e-05 -4.48235 0.0011723 -4.48235
1.19e-05 -4.41491 5.9e-05 -4.42754 0.0009116 -4.42754
1.19e-05 -4.45411 5.72e-05 -4.57079 0.000921 -4.57079
1.2e-05 -4.52329 5.95e-05 -4.56791 0.0009085 -4.56791
1.19e-05 -4.60088 5.76e-05 -4.5892 0.0009178 -4.5892
1.19e-05 -4.66003 5.72e-05 -4.75177 0.000924 -4.75177
1.2e-05 -4.69292 6.02e-05 -4.73017 0.0009405 -4.73017
1.21e-05 -4.69802 5.77e-05 -4.67132 0.0009694 -4.67132
1.19e-05 -4.67338 5.78e-05 -4.71395 0.0008955 -4.71395
1.3e-05 -4.61798 5.74e-05 -4.71862 0.0009276 -4.71862
1.18e-05 -4.55187 5.97e-05 -4.64926 0.0009535 -4.64926
1.25e-05 -4.49985 6.98e-05 -4.55138 0.0009075 -4.55138
1.21e-05 -4.44836 5.89e-05 -4.46362 0.0009156 -4.46362
3.01e-05 -4.43767 7.07e-05 -4.54164 0.0009132 -4.54164
1.22e-05 -4.46952 5.87e-05 -4.57199 0.0009241 -4.57199
1.2e-05 -4.52643 5.85e-05 -4.67337 0.0009347 -4.67337
1.21e-05 -4.59913 5.81e-05 -4.65694 0.0009072 -4.65694
1.2e-05 -4.67083 5.87e-05 -4.751 0.0009835 -4.751
1.25e-05 -4.74502 8.93e-05 -4.82964 0.001005 -4.82963
1.19e-05 -4.78971 5.96e-05 -4.82507 0.0009127 -4.82507
1.2e-05 -4.80529 5.59e-05 -4.83054 0.0009093 -4.83054
1.19e-05 -4.79854 5.72e-05 -4.86232 0.0009285 -4.86232
1.2e-05 -4.75928 5.72e-05 -4.81982 0.0012996 -4.81982
1.22e-05 -4.72827 5.82e-05 -4.84419 0.0009076 -4.84419
1.2e-05 -4.71051 5.77e-05 -4.86962 0.0012521 -4.86962
1.25e-05 -4.72602 6.22e-05 -4.86857 0.0009113 -4.86857
1.2e-05 -4.75707 7.32e-05 -4.83852 0.0009283 -4.83852
1.19e-05 -4.80841 5.83e-05 -4.8769 0.0009041 -4.8769
1.19e-05 -4.85167 5.74e-05 -4.91159 0.0009079 -4.91159
1.2e-05 -4.88771 5.88e-05 -4.96954 0.0009359 -4.96954
1.19e-05 -4.9062 6e-05 -4.99091 0.0009674 -4.99091
1.24e-05 -4.91 5.9e-05 -4.93807 0.0009307 -4.93807
1.22e-05 -4.90183 5.89e-05 -5.0092 0.0009387 -5.0092
1.21e-05 -4.87782 5.81e-05 -4.98292 0.0009491 -4.98292
1.19e-05 -4.84904 5.76e-05 -4.98788 0.0009343 -4.98788
1.23e-05 -4.82287 5.84e-05 -4.88155 0.0012389 -4.88155
1.21e-05 -4.80229 6.99e-05 -4.9257 0.0009626 -4.9257
1.24e-05 -4.81525 5.9e-05 -4.91079 0.0008989 -4.91079
1.2e-05 -4.84279 5.83e-05 -4.92626 0.0008935 -4.92626
1.19e-05 -4.88532 5.92e-05 -4.90574 0.00092 -4.90574
1.22e-05 -4.92252 5.82e-05 -4.95476 0.000913 -4.95476
1.19e-05 -4.94139 5.79e-05 -5.0677 0.0009947 -5.0677
1.21e-05 -4.93685 5.92e-05 -4.98028 0.0009118 -4.98028
1.24e-05 -4.91576 5.91e-05 -5.02569 0.0009952 -5.02569
1.19e-05 -4.88244 5.77e-05 -5.02797 0.0009164 -5.02797
1.22e-05 -4.84131 5.92e-05 -4.91404 0.0010115 -4.91404
1.21e-05 -4.79231 5.73e-05 -4.89919 0.001151 -4.89919
