0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.128747,0
0.127075,0
0.125446,0
0.123858,0
0.122309,0
0.120799,0
0.119326,0
0.117889,0
0.116485,0
0.115115,0
0.113776,0
0.112468,0
0.11119,0
0.109941,0
0.108719,0
0.107525,0
0.106356,0
0.105212,0
0.104093,0
0.102997,0
0.101925,0
0.100874,0
0.0998444,0
0.0988359,0
0.0978475,0
0.0968788,0
0.095929,0
0.0949976,0
0.0940842,0
0.0931881,0
0.092309,0
0.0914463,0
0.0905996,0
0.0897684,0
0.0889523,0
0.0881509,0
0.0873639,0
0.0865907,0
0.0858312,0
0.0850848,0
0.0843513,0
0.0836304,0
0.0829216,0
0.0822248,0
0.0815396,0
0.0808657,0
0.0802029,0
0.0795509,0
0.0789093,0
0.078278,0
0.0776568,0
0.0770453,0
0.0764434,0
0.0758508,0
0.0752673,0
0.0746928,0
0.0741269,0
0.0735696,0
0.0730206,0
0.0724797,0
0.0719467,0
0.0714216,0
0.070904,0
0.0703939,0
0.0698911,0
0.0693954,0
0.0689067,0
0.0684249,0
0.0679497,0
0.0674811,0
0.0670189,0
0.066563,0
0.0661132,0
0.0656695,0
0.0652317,0
0.0647997,0
0.0643734,0
0.0639526,0
0.0635374,0
0.0631274,0
0.0627228,0
0.0623233,0
0.0619288,0
0.0615393,0
0.0611547,0
0.0607749,0
0.0603997,0
0.0600292,0
0.0596631,0
0.0593015,0
0.0589443,0
0.0585913,0
0.0582426,0
0.057898,0
0.0575574,0
0.0572208,0
0.0568881,0
0.0565593,0
0.113325,0
0.112678,0
0.112038,0
0.111405,0
0.110779,0
0.11016,0
0.109548,0
0.108943,0
0.108344,0
0.107752,0
0.107166,0
0.106587,0
0.106014,0
0.105447,0
0.104886,0
0.104331,0
0.103782,0
0.103239,0
0.102701,0
0.102169,0
0.101642,0
0.101121,0
0.100605,0
0.100094,0
0.099589,0
0.0990885,0
0.0985931,0
0.0981026,0
0.0976169,0
0.097136,0
0.0966599,0
0.0961884,0
0.0957214,0
0.095259,0
0.094801,0
0.0943474,0
0.0938982,0
0.0934531,0
0.0930123,0
0.0925757,0
0.0921431,0
