7.93701
0 0 0 0.473861 0.515433 -0.550234 -4.53731 0.396487 -4.14083
0 0 1.13386 -0.124147 -0.916827 1.36845 -4.64054 1.36432 -3.27622
0 0 2.26772 0.39258 -0.492803 -2.01096 -4.6471 2.22047 -2.42663
0 0 3.40157 -0.159516 0.0798318 -0.929185 -4.6471 0.447601 -4.1995
0 0 4.53543 -0.531817 -0.427793 0.0222218 -4.64054 0.233165 -4.40738
0 0 5.66929 -0.767976 0.222079 -0.117476 -4.53731 0.326454 -4.21086
0 0 6.80315 1.13434 -0.0346522 0.142465 -4.14977 0.654111 -3.49566
0 1.13386 0 1.91277 -0.525123 -0.104746 -4.06652 1.97271 -2.09381
0 1.13386 1.13386 0.779193 1.11942 -2.02672 -4.09642 2.98392 -1.1125
0 1.13386 2.26772 0.373119 1.13023 -1.1011 -4.10006 1.31452 -2.78554
0 1.13386 3.40157 0.566113 -1.15877 -0.386473 -4.10006 0.906297 -3.19377
0 1.13386 4.53543 -0.353117 -1.37794 -0.704453 -4.09642 1.25983 -2.83659
0 1.13386 5.66929 -0.176286 0.0666573 -0.461466 -4.06652 0.124235 -3.94228
0 1.13386 6.80315 -0.171629 0.698399 1.20089 -3.99004 0.979681 -3.01036
0 2.26772 0 0.785532 1.18863 -0.907187 -3.92586 1.42644 -2.49942
0 2.26772 1.13386 1.64177 0.263486 2.65601 -3.92892 4.90961 0.980695
0 2.26772 2.26772 -1.50996 0.0859235 0.460816 -3.93021 1.24985 -2.68036
0 2.26772 3.40157 -0.513325 -0.84342 0.721502 -3.93021 0.747713 -3.1825
0 2.26772 4.53543 -1.56307 -0.275301 -0.0435368 -3.92892 1.26043 -2.66849
0 2.26772 5.66929 0.677767 0.930584 -0.795631 -3.92586 0.979192 -2.94667
0 2.26772 6.80315 0.662285 0.173602 0.69844 -3.92271 0.478289 -3.44442
0 3.40157 0 1.16477 -0.168205 0.241122 -3.91308 0.721559 -3.19152
0 3.40157 1.13386 1.21217 -0.769668 -0.245748 -3.91379 1.06107 -2.85271
0 3.40157 2.26772 0.637953 -1.57416 1.2335 -3.91379 2.20323 -1.71055
0 3.40157 3.40157 -0.933763 1.06948 -2.04442 -3.91379 3.09768 -0.816101
0 3.40157 4.53543 0.332892 -0.614876 0.784208 -3.91379 0.551936 -3.36185
0 3.40157 5.66929 -0.0598173 -0.280806 -1.38072 -3.91308 0.994405 -2.91867
0 3.40157 6.80315 0.58069 1.79428 0.961174 -3.91284 2.24025 -1.67259
0 4.53543 0 -1.4186 -1.02812 0.29765 -3.91308 1.57902 -2.33406
0 4.53543 1.13386 0.60809 0.135754 0.190337 -3.91379 0.212215 -3.70157
0 4.53543 2.26772 -1.46697 0.360923 0.704981 -3.91379 1.38963 -2.52416
0 4.53543 3.40157 -0.955346 -0.105257 0.892629 -3.91379 0.860277 -3.05351
0 4.53543 4.53543 -0.344081 -1.39874 -0.414765 -3.91379 1.12345 -2.79034
0 4.53543 5.66929 -0.861598 -0.327625 0.750786 -3.91308 0.706684 -3.20639
0 4.53543 6.80315 -1.34939 0.460956 -0.258185 -3.91284 1.05 -2.86285
0 5.66929 0 -1.24944 0.127012 -1.01907 -3.92586 1.30788 -2.61798
0 5.66929 1.13386 -0.906987 -0.153336 1.94512 -3.92892 2.31481 -1.61411
0 5.66929 2.26772 -0.569828 -0.483123 -0.817354 -3.93021 0.61309 -3.31712
0 5.66929 3.40157 -0.0154833 1.26374 -2.0916 -3.93021 2.98603 -0.944173
0 5.66929 4.53543 -1.0546 0.817874 -0.0273763 -3.92892 0.890929 -3.03799
0 5.66929 5.66929 -0.0643781 0.457416 -0.758327 -3.92586 0.394217 -3.53164
0 5.66929 6.80315 -0.24138 -0.0800874 0.344902 -3.92271 0.091818 -3.83089
0 6.80315 0 -2.49876 1.06579 1.43352 -4.06652 4.71734 0.65082
0 6.80315 1.13386 1.23178 2.15873 1.48033 -4.09642 4.18438 0.0879563
0 6.80315 2.26772 0.727833 -0.689194 -0.214324 -4.10006 0.525332 -3.57473
0 6.80315 3.40157 -0.0218809 0.35616 -0.619069 -4.10006 0.255288 -3.84478
0 6.80315 4.53543 -0.442802 -0.389458 1.21805 -4.09642 0.915699 -3.18072
0 6.80315 5.66929 0.0809709 1.93384 0.378227 -4.06652 1.94467 -2.12185
0 6.80315 6.80315 0.718128 0.857503 -0.416456 -3.99004 0.712228 -3.27781
1.13386 0 0 1.09653 -0.53616 -0.951472 -5.01292 1.19757 -3.81535
1.13386 0 1.13386 0.481979 -2.4697 0.428013 -5.01858 3.25746 -1.76113
1.13386 0 2.26772 0.677186 -0.837581 0.926456 -5.02042 1.00922 -4.0112
1.13386 0 3.40157 -0.625616 0.396374 1.87232 -5.02042 2.02704 -2.99338
1.13386 0 4.53543 0.37777 0.0130339 -0.522461 -5.01858 0.207923 -4.81066
1.13386 0 5.66929 -0.146945 0.501596 0.0628246 -5.01292 0.138569 -4.87435
1.13386 0 6.80315 -1.06483 0.964811 0.180623 -5.00582 1.04867 -3.95715
1.13386 1.13386 0 0.920667 0.105764 0.108712 -5.00158 0.435316 -4.56626
1.13386 1.13386 1.13386 1.10269 0.653048 -0.226722 -5.00463 0.846897 -4.15774
1.13386 1.13386 2.26772 -0.985382 1.16863 -1.8498 -5.00592 2.87922 -2.1267
1.13386 1.13386 3.40157 -0.803178 -2.87946 -1.09394 -5.00592 5.06654 0.0606117
1.13386 1.13386 4.53543 -0.462527 -0.383323 -0.00485694 -5.00463 0.180446 -4.82419
1.13386 1.13386 5.66929 0.958414 0.86723 -1.1125 -5.00158 1.45415 -3.54743
1.13386 1.13386 6.80315 2.27335 -1.88653 0.418119 -4.99842 4.45095 -0.547468
1.13386 2.26772 0 -1.4983 0.539609 0.146975 -4.99136 1.27883 -3.71253
1.13386 2.26772 1.13386 -0.140899 0.413354 -0.0114434 -4.99211 0.0954225 -4.89669
1.13386 2.26772 2.26772 -1.34352 1.30035 0.872162 -4.99265 2.12831 -2.86434
1.13386 2.26772 3.40157 -0.00469599 0.39434 0.850121 -4.99265 0.439116 -4.55354
1.13386 2.26772 4.53543 0.396774 1.47985 -1.57081 -4.99211 2.40742 -2.58469
1.13386 2.26772 5.66929 0.327223 -0.243134 -1.78325 -4.99136 1.67309 -3.31828
1.13386 2.26772 6.80315 0.341591 -0.127605 0.506575 -4.99082 0.194793 -4.79602
1.13386 3.40157 0 -0.949519 1.54654 2.11889 -4.98715 3.89152 -1.09563
1.13386 3.40157 1.13386 -1.74907 -0.111204 -0.596897 -4.98715 1.71395 -3.2732
1.13386 3.40157 2.26772 -1.14772 -1.62169 -1.3414 -4.98715 2.87326 -2.11389
1.13386 3.40157 3.40157 -1.02706 -0.855241 1.3896 -4.98715 1.85864 -3.1285
1.13386 3.40157 4.53543 0.418639 -0.449304 0.882838 -4.98715 0.578268 -4.40888
1.13386 3.40157 5.66929 0.467717 -1.80189 -0.728179 -4.98715 1.9979 -2.98924
1.13386 3.40157 6.80315 -0.732951 -0.510493 -1.55143 -4.98715 1.60238 -3.38476
1.13386 4.53543 0 -0.127735 -0.555945 0.195346 -4.98715 0.181776 -4.80537
1.13386 4.53543 1.13386 -1.20013 2.00035 -1.56056 -4.98715 3.93852 -1.04862
1.13386 4.53543 2.26772 0.140907 0.149834 1.20138 -4.98715 0.74281 -4.24434
1.13386 4.53543 3.40157 0.966392 -1.88031 0.35442 -4.98715 2.29755 -2.6896
1.13386 4.53543 4.53543 -0.151236 1.2104 -0.510944 -4.98715 0.874501 -4.11265
1.13386 4.53543 5.66929 -0.765509 -1.29122 -0.374522 -4.98715 1.19676 -3.79039
1.13386 4.53543 6.80315 -1.9906 -1.30791 0.422314 -4.98715 2.92574 -2.06141
1.13386 5.66929 0 1.78129 0.840005 -0.857549 -4.99136 2.307 -2.68436
1.13386 5.66929 1.13386 -0.343129 -1.54883 -0.677416 -4.99211 1.48775 -3.50436
1.13386 5.66929 2.26772 2.13464 0.577897 0.183856 -4.99265 2.46223 -2.53042
1.13386 5.66929 3.40157 -0.462925 1.65546 0.226849 -4.99265 1.50316 -3.4895
1.13386 5.66929 4.53543 -0.680004 -0.592883 0.0865658 -4.99211 0.410705 -4.5814
1.13386 5.66929 5.66929 -0.603976 -0.280655 -0.263406 -4.99136 0.256468 -4.73489
1.13386 5.66929 6.80315 2.11311 1.0968 -0.549253 -4.99082 2.98494 -2.00587
1.13386 6.80315 0 0.524609 -0.324395 -0.498407 -5.00158 0.314428 -4.68715
1.13386 6.80315 1.13386 0.972633 0.0841636 3.18703 -5.00463 5.55514 0.550506
1.13386 6.80315 2.26772 0.926233 0.344068 1.54447 -5.00592 1.68085 -3.32508
1.13386 6.80315 3.40157 -1.0344 1.03251 0.607839 -5.00592 1.25277 -3.75315
1.13386 6.80315 4.53543 0.467057 0.481218 0.204283 -5.00463 0.245722 -4.75891
1.13386 6.80315 5.66929 -1.14495 0.44689 1.13702 -5.00158 1.40171 -3.59986
1.13386 6.80315 6.80315 -0.699378 -0.883079 0.591316 -4.99842 0.809306 -4.18912
2.26772 0 0 -1.54373 -0.111419 -0.418509 -5.06334 1.28533 -3.77801
2.26772 0 1.13386 1.57011 -1.15552 1.11689 -5.06428 2.52396 -2.54032
2.26772 0 2.26772 -0.0284215 1.28192 -1.12495 -5.06428 1.45482 -3.60946
2.26772 0 3.40157 1.32647 -1.04296 -1.71642 -5.06428 2.8967 -2.16757
2.26772 0 4.53543 -2.21676 -0.0787317 0.448649 -5.06428 2.56076 -2.50352
2.26772 0 5.66929 1.68802 1.87042 1.38957 -5.06334 4.13939 -0.923947
2.26772 0 6.80315 0.492141 0.382799 -0.615245 -5.06299 0.383632 -4.67936
2.26772 1.13386 0 1.07104 0.180493 -1.52745 -5.06275 1.75641 -3.30634
2.26772 1.13386 1.13386 -0.862615 -1.11116 0.764478 -5.06346 1.28161 -3.78185
2.26772 1.13386 2.26772 -2.25416 0.632852 0.790594 -5.06346 3.05339 -2.01007
2.26772 1.13386 3.40157 -0.589653 -0.0765321 -2.45659 -5.06346 3.1942 -1.86926
2.26772 1.13386 4.53543 0.984024 -0.411291 -0.298301 -5.06346 0.613223 -4.45024
2.26772 1.13386 5.66929 -1.34231 0.267636 0.103568 -5.06275 0.942079 -4.12067
2.26772 1.13386 6.80315 2.14321 1.12354 -3.3641 -5.06252 8.58641 3.52389
2.26772 2.26772 0 0.324518 0.249315 -0.342589 -5.06111 0.142419 -4.91869
2.26772 2.26772 1.13386 0.496064 0.888984 1.67529 -5.06111 1.92149 -3.13962
2.26772 2.26772 2.26772 -1.43946 0.0602328 0.0555721 -5.06111 1.03938 -4.02172
2.26772 2.26772 3.40157 -0.233703 0.886202 -0.383488 -5.06111 0.493517 -4.56759
2.26772 2.26772 4.53543 0.445507 -1.17613 0.0443506 -5.06111 0.79186 -4.26925
2.26772 2.26772 5.66929 -0.187225 0.289883 -1.46176 -5.06111 1.12791 -3.9332
2.26772 2.26772 6.80315 -0.163865 1.06948 -1.74329 -5.06111 2.10484 -2.95627
2.26772 3.40157 0 -0.879468 1.47825 1.86078 -5.06111 3.21059 -1.85051
2.26772 3.40157 1.13386 -1.58646 -1.17198 -0.79172 -5.06111 2.25861 -2.8025
