# Average Pressure: -8.33908190577
# Average Potential Energy per Particle: -2.8882198225
# r	g(r)
0.002109	0.000000
0.006326	0.000000
0.010543	0.000000
0.014760	0.000000
0.018977	0.000000
0.023194	0.000000
0.027412	0.000000
0.031629	0.000000
0.035846	0.000000
0.040063	0.000000
0.044280	0.000000
0.048497	0.000000
0.052714	0.000000
0.056932	0.000000
0.061149	0.000000
0.065366	0.000000
0.069583	0.000000
0.073800	0.000000
0.078018	0.000000
0.082235	0.000000
0.086452	0.000000
0.090669	0.000000
0.094886	0.000000
0.099103	0.000000
0.103321	0.000000
0.107538	0.000000
0.111755	0.000000
0.115972	0.000000
0.120189	0.000000
0.124406	0.000000
0.128623	0.000000
0.132841	0.000000
0.137058	0.000000
0.141275	0.000000
0.145492	0.000000
0.149709	0.000000
0.153926	0.000000
0.158144	0.000000
0.162361	0.000000
0.166578	0.000000
0.170795	0.000000
0.175012	0.000000
0.179229	0.000000
0.183447	0.000000
0.187664	0.000000
0.191881	0.000000
0.196098	0.000000
0.200315	0.000000
0.204532	0.000000
0.208750	0.000000
0.212967	0.000000
0.217184	0.000000
0.221401	0.000000
0.225618	0.000000
0.229835	0.000000
0.234053	0.000000
0.238270	0.000000
0.242487	0.000000
0.246704	0.000000
0.250921	0.000000
0.255138	0.000000
0.259356	0.000000
0.263573	0.000000
0.267790	0.000000
0.272007	0.000000
0.276224	0.000000
0.280441	0.000000
0.284659	0.000000
0.288876	0.000000
0.293093	0.000000
0.297310	0.000000
0.301527	0.000000
0.305744	0.000000
0.309962	0.000000
0.314179	0.000000
0.318396	0.000000
0.322613	0.000000
0.326830	0.000000
0.331047	0.000000
0.335264	0.000000
0.339482	0.000000
0.343699	0.000000
0.347916	0.000000
0.352133	0.000000
0.356350	0.000000
0.360567	0.000000
0.364785	0.000000
0.369002	0.000000
0.373219	0.000000
0.377436	0.000000
0.381653	0.000000
0.385870	0.000000
0.390088	0.000000
0.394305	0.000000
0.398522	0.000000
0.402739	0.000000
0.406956	0.000000
0.411173	0.000000
0.415391	0.000000
0.419608	0.000000
0.423825	0.000000
0.428042	0.000000
0.432259	0.000000
0.436476	0.000000
0.440694	0.000000
0.444911	0.000000
0.449128	0.000000
0.453345	0.000000
0.457562	0.000000
0.461779	0.000000
0.465997	0.000000
0.470214	0.000000
0.474431	0.000000
0.478648	0.000000
0.482865	0.000000
0.487082	0.000000
0.491300	0.000000
0.495517	0.000000
0.499734	0.000000
0.503951	0.000000
0.508168	0.000000
0.512385	0.000000
0.516603	0.000000
0.520820	0.000000
0.525037	0.000000
0.529254	0.000000
0.533471	0.000000
0.537688	0.000000
0.541905	0.000000
0.546123	0.000000
0.550340	0.000000
0.554557	0.000000
